line_id,character_id,movie_id,character_name,text,movie_title
L43503,u3681,m243,ALVY,I'll handle it. I'll handle it. Hi.,annie hall
L43630,u3681,m243,ALVY,"No. Yes, of course I'm mad, because you love me, I know that.",annie hall
L43324,u3681,m243,ALVY,"Yeah, I know. Just-just put on the watch, and-and... that thing, and we'll just...",annie hall
L212544,u5262,m348,JACK,Call what off?,fight club
L250893,u1169,m77,BEN,"A single. Just for myself, please.",the graduate
L212218,u5262,m348,JACK,"That old saying, how you always hurt the one you love, well, it works both way.",fight club
L212527,u5262,m348,JACK,I don't know about this.,fight club
L213201,u5262,m348,JACK,You are a moron.,fight club
L190432,u5076,m336,ERIN,What time is it?,erin brockovich
L250826,u1169,m77,BEN,No. Now I know it's pretty late and if you'd rather --,the graduate
L43573,u3681,m243,ALVY,This is the first book that I got you.,annie hall
L37199,u327,m20,BATEMAN,"Yes, can you take two tonight, oh, let's say at nine o'clock?",american psycho
L190051,u5076,m336,ERIN,Keep your voice down.,erin brockovich
L213492,u5262,m348,JACK,Appreciate something.,fight club
L43642,u3681,m243,ALVY,I thought just earplugs.,annie hall
L212801,u5262,m348,JACK,"No, I'm not...",fight club
L190485,u5076,m336,ERIN,Say you shortchanged me and you shortchanged yourself.,erin brockovich
L250947,u1169,m77,BEN,The toothbrush. I got it all right.,the graduate
L251047,u1169,m77,BEN,But I want you to. Please. Please will you believe me.,the graduate
L42753,u3681,m243,ALVY,"No, I got time.",annie hall
L251718,u1169,m77,BEN,HUH?,the graduate
L190010,u5076,m336,ERIN,Four more. Eleven people. So far.,erin brockovich
L43178,u3681,m243,ALVY,I can't get with any religion that advertises in Popular Mechanics. Look- there's God coming outta the men's room.,annie hall
L212349,u5262,m348,JACK,You can't have both parasites. You can take blood parasites --,fight club
L189748,u5076,m336,ERIN,Thank you very much. Aren't you a gentleman? Mr...,erin brockovich
L42837,u3681,m243,ALVY,"Hey, listen, listen.",annie hall
L37231,u327,m20,BATEMAN,"Did you know that Ted Bundy's first dog, a collie, was named Lassie? Had you heard this?",american psycho
L42486,u3681,m243,ALVY,What I wouldn't give for a large sock o' horse manure.,annie hall
L213249,u5262,m348,JACK,Why do people think I'm you?,fight club
L212779,u5262,m348,JACK,What is this place?,fight club
L42540,u3681,m243,ALVY,Yeah? Allison what?,annie hall
L43327,u3681,m243,ALVY,"You were-you were sensational. I mean, I-you know, I-I told yuh that if yuh stuck to it, you would be great, and-and, you know, I-I-you- you were sensational.",annie hall
